"temperature_diff_fall","blk","nov_germ","pop","dam","sire","nov_size","mar_surv","mar_size","fruit_count","total_est_seeds","temperature_diff_annual","precip_diff_spring","first_fl_julian","last_fl_julian"
-0.693526351660861,1,1,"AX","AX35","AX15",2,1,8,0,0,-1.47343268247347,23.0090833333333,NA,NA
0.697264799416338,1,1,"AD","AD71.3","AD75.1",3,0,NA,0,0,0.650124776131934,6.504,NA,NA
1.54336320619412,1,1,"BE","BE11","BE20",NA,1,8,0,0,1.24112109069663,18.5796666666667,NA,NA
0.697264799416338,1,1,"AD","AD95.2","AD57.1",3,1,8,9,509,0.650124776131934,6.504,165,216
0.697264799416338,1,1,"AD","AD77.3","AD87.1",4,0,NA,0,0,0.650124776131934,6.504,NA,NA
1.9434352962999,1,1,"BC","BC33","BC65",4,1,NA,1,38,1.81169988714482,13.35525,181,181
-1.09630163156466,1,0,"AZ","AZ29","AZ06",NA,0,NA,0,0,-0.458115330717411,23.7940833333333,NA,NA
-0.142075632866406,1,0,"BK","BK63","BK46",NA,0,NA,0,0,0.211170732375449,20.6783333333333,NA,NA
1.9434352962999,1,1,"BC","BC36","BC69",4,1,10,0,0,1.81169988714482,13.35525,NA,NA
1.18789374775554,1,1,"AY","AY33","AY07",3,1,6,0,0,1.07563886883077,22.536,NA,NA
-1.09630163156466,1,1,"AZ","AZ21","AZ29",1,1,4,0,0,-0.458115330717411,23.7940833333333,NA,NA
0.67834247083026,1,1,"BN","BN43","BN11",5,0,NA,0,0,0.771337408031165,7.8483333333333,NA,NA
-1.09630163156466,1,1,"AZ","AZ21","AZ29",3,1,8,0,0,-0.458115330717411,23.7940833333333,NA,NA
-0.693526351660861,1,1,"AX","AX09","AX25",4,1,8,0,0,-1.47343268247347,23.0090833333333,NA,NA
-1.59233695949987,1,1,"AS","AS35","AS07",3,1,6,0,0,-0.582039452406355,31.9469166666667,NA,NA
-0.142075632866406,1,1,"BK","BK60","BK63",NA,1,12,0,0,0.211170732375449,20.6783333333333,NA,NA
1.9434352962999,1,1,"BC","BC69","BC68",2,0,NA,0,0,1.81169988714482,13.35525,NA,NA
-1.59233695949987,1,1,"AS","AS13","AS35",2,1,10,0,0,-0.582039452406355,31.9469166666667,169,169
